Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,BinaryLabel,Label
444.0016,8.843697e+07,1278.4276,1105.3912,314051.22,1.7304091e+06,1982.0667,3.7078633,232.31898,235.70627,3459.0845,3.59312,913.9682,569.9955,35914.03,1585.3252,1.6171446e+06,4.902585e+06,2.9796326e+07,7116.184,8.563143e+07,2.3403305e+06,4.777508e+06,2.6666194e+07,1.285148e+06,8.3443384e+07,1.6430192e+06,5.605386e+06,2.7600668e+07,273.17374,0.41843313,0.0061135776,-0.012441387,-0.014724131,34718.023,28129.008,2501.4463,10.33533,3.8101637,4397.843,520.3038,853.29266,1.364406e+06,-0.009032715,0.3962549,0.00078984536,0.15010044,0.8571589,0.025429487,-0.012448726,-0.005099371,0.48651665,520.46185,226.39966,852.1279,32227.363,0.017230477,-0.016081195,-0.002796596,0.017217431,0.00084811077,0.004190959,1235.3356,348263.75,1075.3665,1.803407e+06,2567.6042,1414.9218,686.6737,23.181364,3.3733192e+06,1.0921444e+06,3.9174555e+06,2.2006268e+06,2.0842668e+07,7.336764e+06,2.5645066e+07,1.3237184e+07,1.022561,Synthetic_Attack
444.0079,8.704675e+07,1322.1267,1176.3588,325699.06,1.8852282e+06,1917.4517,3.9557998,219.27838,257.01138,3359.5063,3.1135898,905.33636,610.53204,23305.055,2977.0037,1.3086106e+06,4.782225e+06,2.9933802e+07,3438.4155,8.380102e+07,2.869048e+06,5.066008e+06,2.5453474e+07,1.6884529e+06,9.0704456e+07,1.7284919e+06,6.1529005e+06,2.7932348e+07,256.20306,0.39462233,0.019824132,-0.02078232,0.028836666,30727.951,25668.096,177.7594,9.685335,3.6832256,4168.5195,495.05402,750.41376,1.6726352e+06,-0.010470048,0.41005325,-0.01904751,0.16278559,0.8383353,-0.0029776003,0.0478825,0.000377886,0.48653254,507.61777,209.81013,1028.3566,35807.87,-0.04019647,0.105367854,-0.036426704,-0.041128553,-0.03548235,0.0077253915,1312.3612,234962.98,1153.7181,1.6599436e+06,2022.2395,1407.346,930.35486,23.179264,3.7854955e+06,1.5953422e+06,4.9210915e+06,1.8189649e+06,1.929281e+07,6.8644575e+06,2.7574002e+07,1.5698931e+07,1.0086102,Synthetic_Attack
444.00504,8.343138e+07,1183.7863,1087.2952,291974.03,1.5864465e+06,1853.5759,3.8804672,236.69688,240.62881,3316.6287,3.643235,934.54144,557.5728,36156.41,2560.4946,1.5407901e+06,4.9228295e+06,3.0409616e+07,8305.386,8.276609e+07,2.445764e+06,4.7313295e+06,2.6780782e+07,870232.1,8.221827e+07,1.6364056e+06,5.725791e+06,2.7446838e+07,267.08383,0.4160108,-0.007089991,-0.019601515,-0.014513223,33139.934,26311.338,2721.0107,9.717658,3.939455,4269.448,494.90814,797.3395,1.4334994e+06,-0.016669244,0.41613707,-0.0022019148,0.15005952,0.8603309,0.032566562,-0.02741282,0.0008839816,0.48637992,488.01382,233.42679,836.13354,28627.254,-0.00014383718,-0.0010338761,0.004739674,0.027172573,-0.02846112,0.01970436,1213.7024,309905.06,991.8794,1.6610879e+06,2358.4412,1447.5657,684.12573,22.735416,3.2806448e+06,1.1415934e+06,4.302278e+06,2.3436605e+06,1.949954e+07,6.718467e+06,2.546139e+07,1.4711618e+07,1.0029504,Synthetic_Attack
444.01242,8.719931e+07,1247.6799,1114.345,305997.97,1.7764826e+06,1952.9954,3.8524134,233.30942,239.30313,3522.4497,3.5843675,872.132,568.0371,34288.51,1614.2249,1.6443546e+06,4.7282385e+06,2.9219846e+07,8392.378,8.3833384e+07,2.5984542e+06,4.7258835e+06,2.6116882e+07,1.1190884e+06,8.320826e+07,1.5784279e+06,5.721374e+06,2.8757052e+07,269.81332,0.41468155,-0.005374696,0.00086543895,-0.02663094,35346.9,26582.662,2324.9062,9.859375,3.8960953,4394.5874,506.66562,811.85736,1.4248215e+06,-0.01674734,0.40540978,-0.017483013,0.14668083,0.8645738,0.023796674,0.0080380365,-0.005570747,0.47011477,505.2976,230.19923,841.41003,31795.94,0.012522798,-0.0034537688,-0.01657838,0.03227208,-0.016700417,-0.00087784976,1279.0591,337277.84,1031.1975,1.9121831e+06,2437.9885,1438.5013,683.4723,23.026258,3.4929435e+06,1.1521975e+06,4.4301275e+06,2.220877e+06,2.1040728e+07,7.191349e+06,2.5220078e+07,1.337047e+07,1.0116862,Synthetic_Attack
444.01514,8.887892e+07,1329.4512,1093.1998,346447.84,1.8690702e+06,1757.6484,3.9108574,222.12724,253.07816,3546.2375,3.2791567,866.66766,600.0859,26066.242,1695.2297,1.495573e+06,5.532827e+06,3.0696438e+07,3526.4592,8.543912e+07,3.5253405e+06,5.6277315e+06,3.0068088e+07,1.295916e+06,9.100665e+07,2.0374876e+06,5.8370585e+06,3.0237414e+07,280.053,0.46521255,0.04320336,-0.0036743023,0.025288684,30458.79,28934.875,696.2101,10.425933,3.7128348,4095.2393,477.6285,778.2193,1.409652e+06,0.011536989,0.4470594,0.025438983,0.1590044,0.84862757,0.008167185,-0.009813508,-0.005688131,0.53811115,496.70438,227.39523,999.18304,38766.652,0.01428346,-0.022097126,-1.9866973e-05,-0.032501012,0.012329545,-0.020120509,1357.7062,301998.0,1130.9442,1.4395126e+06,2540.67,1367.0466,682.07556,23.082071,3.105872e+06,1.4475045e+06,3.7498655e+06,1.4670672e+06,2.1852524e+07,8.1607255e+06,2.9583854e+07,1.6253966e+07,0.9816108,Synthetic_Attack
444.02063,8.9460296e+07,1349.0968,1246.4854,311513.8,1.8916871e+06,2071.043,3.6186893,229.77893,239.53662,4078.4644,3.4487278,983.86975,620.916,33622.65,1317.1106,1.3154379e+06,4.58932e+06,2.7512004e+07,4382.451,8.836509e+07,2.525082e+06,4.66211e+06,2.4594928e+07,1.0470909e+06,8.907058e+07,1.6328785e+06,5.534291e+06,2.7991806e+07,279.71768,0.41770148,0.00410356,-0.007657787,-0.009733063,34271.387,28292.51,1255.3854,10.769509,4.010314,4356.123,544.4585,873.42426,1.6649221e+06,-0.0057884417,0.39375442,0.00023885444,0.1287704,0.8658167,0.015905658,0.03015576,-0.024189807,0.44519675,547.0333,231.94363,901.5056,37711.01,0.015031509,-0.00414915,0.01724555,0.023199294,0.013747744,-0.0007867813,1358.7156,319504.16,1199.4163,2.1733815e+06,1953.776,1378.6423,735.429,23.565897,3.1232715e+06,1.2881724e+06,4.0258935e+06,2.2864585e+06,1.8274234e+07,7.552686e+06,2.6849118e+07,1.539257e+07,1.0218155,Synthetic_Attack
443.96997,8.5476264e+07,1089.4779,1100.8625,279431.25,1.7284218e+06,1794.3665,3.8617976,215.79517,290.5053,2397.1245,3.3553767,846.6896,605.0883,22975.01,1011.4053,1.4742598e+06,5.797433e+06,2.7291004e+07,-2324.418,8.019889e+07,3.1557015e+06,6.012096e+06,3.4318144e+07,2.04919e+06,8.535785e+07,2.1824482e+06,5.224896e+06,2.7846218e+07,267.78656,0.5252372,0.050867878,-0.015991086,0.030998597,25118.975,24922.807,-176.51318,8.413332,3.6885104,3017.6135,506.14774,660.9405,1.843283e+06,0.031367015,0.47841585,-0.0048966287,0.1451148,0.837908,0.004237037,0.035310913,-0.007131487,0.5308354,458.05945,248.37271,1058.0391,33654.29,-0.020141821,0.00048151985,0.03088351,-0.019378833,-0.018297682,-0.01757722,1327.1846,222175.08,1143.6549,1.0537888e+06,2989.0225,1370.103,607.62646,23.043749,4.286219e+06,1.5628921e+06,4.5297515e+06,1.1959158e+06,2.2777694e+07,6.668315e+06,3.3070726e+07,1.6992824e+07,1.0138245,Synthetic_Attack
444.01135,8.5244424e+07,1108.8739,939.32434,254851.69,1.6350012e+06,1717.8646,3.9178102,229.9038,243.96736,3086.8599,3.654995,873.83716,508.36212,28702.793,1997.3544,1.6709251e+06,5.38178e+06,3.1988386e+07,7463.538,8.2450744e+07,2.770049e+06,5.321031e+06,2.8574552e+07,1.4450354e+06,8.181622e+07,1.6973672e+06,6.472953e+06,2.892073e+07,265.17673,0.4419585,-0.023789812,-0.0065031014,-0.021313334,29346.002,24666.957,2251.123,9.153591,3.9087179,4128.08,493.4349,715.8048,1.3624955e+06,0.0033483244,0.45083106,-0.0021972118,0.16448879,0.8486758,0.02490947,-0.007379458,-0.0054512247,0.5248103,494.39432,230.69891,791.7478,26923.945,-0.0059040785,-0.0026316121,0.007512737,0.01630991,-0.0015397072,0.0031550713,1150.5592,280430.5,970.0184,1.4890282e+06,2661.1113,1398.1729,542.7264,22.616707,3.1581115e+06,1.3170158e+06,4.4199935e+06,2.494839e+06,2.148061e+07,7.178305e+06,2.6702002e+07,1.6032695e+07,1.0278336,Synthetic_Attack
444.00186,8.823071e+07,1280.12,1048.1469,274940.3,1.7449946e+06,1815.3887,3.707701,223.44359,262.20016,3751.9302,3.545837,867.38257,575.95166,28149.766,1368.5931,1.2860969e+06,5.493658e+06,2.8475756e+07,3185.6123,8.488128e+07,2.3450625e+06,5.1439585e+06,2.6899816e+07,1.6485964e+06,8.383159e+07,1.8068814e+06,6.018114e+06,2.6995974e+07,275.6971,0.46282145,-0.0064411573,-0.010412468,-0.015965085,30398.205,27267.191,1415.3345,9.887931,3.857273,4379.8506,506.31165,784.01074,1.5376931e+06,-0.0034696832,0.45090476,0.017712813,0.14212157,0.8480464,0.008373984,0.0008644704,-0.014952704,0.4847183,516.57434,244.92374,911.24646,34386.895,-0.013387317,-0.027086325,0.017398529,-0.017256238,0.018625032,-0.0006294586,1209.6986,242298.08,1129.9138,1.8694935e+06,2135.1992,1402.1318,669.4698,23.564528,2.9178265e+06,1.452913e+06,3.5075228e+06,2.3708478e+06,2.196069e+07,6.5416865e+06,2.6045874e+07,1.5684067e+07,0.9816968,Synthetic_Attack
443.9839,8.941293e+07,1284.6306,1199.0374,366220.12,1.9161736e+06,1937.9135,3.668362,230.12218,252.69984,3739.381,3.2750108,913.4886,669.1596,31929.738,1347.6099,1.04410656e+06,4.392436e+06,2.5814204e+07,6581.726,8.5974376e+07,1.9087732e+06,4.9093e+06,2.4758522e+07,1.6689765e+06,8.698587e+07,1.5738269e+06,5.5833325e+06,2.5735114e+07,253.02472,0.4087192,-0.013533354,0.0037828106,0.016424736,33704.395,26040.74,1139.9119,10.430449,3.8677452,4228.6167,559.72076,790.0962,1.4831181e+06,-0.009726781,0.4312606,0.027379299,0.13607277,0.8619839,-0.0031267125,0.02885665,0.04417155,0.46291354,546.27246,239.9842,935.10156,36432.297,0.0074779056,-0.042446434,0.015851751,-0.009254247,0.020095509,0.030910183,1286.657,296738.75,1058.7191,1.9462021e+06,1942.8962,1373.6173,826.5012,23.506178,3.236521e+06,949377.75,4.4641255e+06,2.4584975e+06,2.2193844e+07,6.087198e+06,2.5128972e+07,1.3579382e+07,1.0149128,Synthetic_Attack
443.98422,8.1423016e+07,1101.9398,1028.3411,285431.84,1.5287744e+06,1641.8643,3.9494772,240.34114,246.96065,3043.4194,3.6921542,840.19464,566.0851,38145.945,2970.5037,1.5440288e+06,5.150804e+06,3.1844646e+07,7891.6133,7.9186824e+07,2.8834635e+06,5.174632e+06,2.8546706e+07,367911.38,8.179351e+07,1.9057145e+06,5.8426115e+06,2.9059784e+07,281.5201,0.43061098,0.0019613318,0.0077795377,-0.018613433,30856.385,25611.352,2998.0557,9.732326,3.9775124,4257.709,487.57608,755.12585,1.455439e+06,-0.024132006,0.43142503,0.0028619992,0.1684913,0.84751946,0.036101244,-0.038279314,0.012332201,0.49139592,489.31955,242.0133,838.8668,28554.49,0.014841743,-0.011388864,-0.013622142,0.018494282,-0.009392329,0.015246654,1149.8364,294311.53,927.9119,1.4262592e+06,2375.481,1489.1398,583.9725,22.296862,3.2646168e+06,1.2037289e+06,4.1859885e+06,2.3938045e+06,2.0072712e+07,6.869368e+06,2.7132574e+07,1.65395e+07,0.9749475,Synthetic_Attack
444.00168,8.550187e+07,1246.9493,1059.1549,285948.8,1.6100584e+06,1946.5652,3.8662095,232.31749,238.4337,3654.5742,3.8278852,960.4059,510.4328,37030.266,2989.4565,1.6364458e+06,5.022785e+06,3.0348026e+07,8663.446,8.377731e+07,2.103589e+06,4.910168e+06,2.4460228e+07,1.0389821e+06,8.1755224e+07,1.6366608e+06,5.8677185e+06,2.6338474e+07,276.18832,0.39673662,0.006001357,-0.016518427,0.0031178277,32945.113,25160.59,3161.3188,10.001373,4.0071516,4488.519,480.23187,808.4724,1.3990611e+06,-0.01151688,0.40939793,0.006028099,0.14064322,0.8453632,0.035357982,0.034089487,-0.011640247,0.48974168,510.64316,226.94122,904.2546,28188.586,-0.012693668,-0.0036106668,0.012003109,0.015024584,-0.011112351,0.015225479,1220.001,293168.7,1062.9369,1.7131968e+06,2311.614,1391.3813,658.096,22.908607,2.9705428e+06,1.1560839e+06,3.993306e+06,2.490997e+06,1.9773108e+07,6.896662e+06,2.6536502e+07,1.4980963e+07,1.002112,Synthetic_Attack
444.0014,8.6588456e+07,1270.3646,1186.9122,297415.25,1.8166756e+06,1876.7432,3.7813404,227.64572,253.67224,3615.464,3.5128586,932.6624,592.26154,35246.754,1651.3162,1.2323678e+06,4.750656e+06,2.8978514e+07,4934.579,8.56562e+07,1.9614602e+06,4.776238e+06,2.388672e+07,1.3609772e+06,8.37158e+07,1.531916e+06,6.3748525e+06,2.6302398e+07,267.96912,0.39703605,-0.030554822,0.011961091,-0.0044792127,31538.922,25953.438,2072.874,9.940327,3.9310052,4345.0674,527.6709,815.08264,1.4423546e+06,0.0109183155,0.41685107,-0.009842496,0.14294888,0.8576127,0.017126055,-0.020847581,0.032450736,0.4788176,509.77737,241.6497,791.8049,30523.395,-0.003056027,0.0072038136,0.009841785,0.00325834,0.00023557991,0.0014083423,1166.2194,283535.62,1085.3322,1.64582e+06,2028.5779,1399.6743,700.02435,23.193441,3.1475672e+06,1.103278e+06,4.405509e+06,2.5510612e+06,2.1216812e+07,5.681588e+06,2.3602946e+07,1.669521e+07,1.0082564,Synthetic_Attack
